Eli's Hot Dogs,101 BAY SHORE BLVD,REQUESTED,various styles of hot dogs & sausages: chips: breakfast sandwiches: chili: soda: water:,37.7469483,-122.403391,Mo/Tu/We/Th/Fr:9AM-5PM
Tacos Santo Toribio,928 TOLAND ST,REQUESTED,tacos,37.74162369,-122.4015472,
"Kabob Trolley, LLC",298 KING ST,REQUESTED,Gyros: Kebobs: refreshments and dessert,37.77764221,-122.3934181,Mo-Su:10AM-8PM
Singh Brothers Ice Cream,360 PENINSULA AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71084128,-122.3996426,Mo-Fr:5PM-6PM
Singh Brothers Ice Cream,195 KISKA RD,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72943829,-122.3766578,Mo-Fr:4PM-5PM
Singh Brothers Ice Cream,2115 JENNINGS ST,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72672798,-122.3886584,Mo-Fr:3PM-4PM
Singh Brothers Ice Cream,1104 FITZGERALD AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72017472,-122.3894071,Mo-Fr:2PM-3PM
Singh Brothers Ice Cream,1000 HOLLISTER AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71893982,-122.3905179,Mo-Fr:12PM-1PM
Singh Brothers Ice Cream,297 HARBOR RD,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.73343881,-122.3804675,Mo-Fr:3PM-4PM
Singh Brothers Ice Cream,1309 INGALLS ST,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.73037424,-122.3818619,Mo-Fr:4PM-5PM
Singh Brothers Ice Cream,1207 SHAFTER AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72670827,-122.3836249,Mo-Fr:3PM-4PM
Singh Brothers Ice Cream,1475 DONNER AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72279369,-122.3917197,Mo-Fr:1PM-2PM
Singh Brothers Ice Cream,1550 WALLACE AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72716807,-122.3900291,Mo-Fr:2PM-3PM
Singh Brothers Ice Cream,1562 BANCROFT AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7254507,-122.3919916,Mo-Fr:1PM-2PM
Singh Brothers Ice Cream,1173 INGERSON AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72044936,-122.395915,Mo-Fr:12PM-1PM
Singh Brothers Ice Cream,35 NIBBI CT,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71045169,-122.3961491,Mo-Fr:4PM-5PM
Singh Brothers Ice Cream,1060 KEY AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71920022,-122.3959767,Mo-Fr:1PM-2PM
Singh Brothers Ice Cream,800 JAMESTOWN AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.716443,-122.3899379,Mo-Fr:12PM-1PM
Singh Brothers Ice Cream,1698 KIRKWOOD AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.73935716,-122.3915228,Mo-Fr:4PM-5PM
Singh Brothers Ice Cream,2900 GRIFFITH ST,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71699129,-122.3895991,Mo-Fr:12PM-1PM
Singh Brothers Ice Cream,3444 JENNINGS ST,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71852205,-122.3966614,Mo-Fr:1PM-2PM
Singh Brothers Ice Cream,1420 YOSEMITE AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7251817,-122.3881927,Mo-Fr:2PM-3PM
Singh Brothers Ice Cream,1101 PALOU AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72867144,-122.3818651,Mo-Fr:2PM-3PM
Singh Brothers Ice Cream,1191 QUESADA AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72774449,-122.3821074,Mo-Fr:3PM-4PM
Taza Halal Cart,532 MARKET ST,ONHOLD,Chicken Gyro: Lamb Gyro: Chiken Gyro Plate: Lamb Gyro Plate: Combination Gyro Plate.,37.79054832,-122.4003337,Mo-We:9AM-8PM
Munch India,Assessors Block /Lot,REQUESTED,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,0,0,
Taqueria Lolita,750 PHELPS ST,SUSPEND,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,37.73944545,-122.393015,Mo-We:7AM-3PM
Taqueria Lolita,1700 EVANS AVE,SUSPEND,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,37.74488929,-122.390972,Th/Fr/Sa:7AM-3PM
Bonito Poke,409 ILLINOIS ST,REQUESTED,Bonito Poke Bowls & Various Drinks,37.76624505,-122.3873563,Th/Fr/Sa:10AM-10PM
Bonito Poke,505 HOWARD ST,REQUESTED,Bonito Poke Bowls & Various Drinks,37.78798865,-122.3961007,Tu/We/Fr:10AM-2PM
Julie's Hot Dogs,1850 MISSION ST,REQUESTED,Hot dogs: bacon wrap hot dogs: chicken burgers: energy drinks: water & various drinks,37.76735502,-122.4205179,Su/Fr/Sa:7AM-5PM
Julie's Hot Dogs,2386 MISSION ST,REQUESTED,Hot dogs: bacon-wrapped hot dogs: chicken burgers: energy drinks: water and various other drinks.,37.75887999,-122.4193792,Tu/We/Th:12AM-3AM;Mo-We:12PM-12AM
Julie's Hot Dogs,2101 MISSION ST,REQUESTED,Hot dogs: bacon wrap hot dogs: chicken burgers: energy drinks: water & various drinks,37.76317462,-122.4190095,Tu/We/Th:10AM-8PM
The Chef Station,425 DIVISADERO ST,REQUESTED,South American Peruvian Food - Ceiches: hot wok dishes: hot pastas: rice dishes: and Tapas.,37.77336405,-122.4378752,
The Chef Station,8 10TH ST,REQUESTED,South American/Peruvian food,37.77582552,-122.4172496,
Ruru Juice LLC,80 SUTTER ST,REQUESTED,Smoothies: Juice: Salads: Fruit Bowls: Soup,37.79034625,-122.4018502,Mo/We/Fr:9AM-1PM
Ruru Juice LLC,601 MISSION ST,REQUESTED,Smoothies: Juice: Salads: Fruit Bowls: Soup,37.78767164,-122.3997629,Tu/Th/Fr:9AM-1PM
May Catering,535 MINNESOTA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76369087,-122.3904574,Mo-Fr:12PM-1PM
"Bay Area Dots, LLC",567 BAY ST,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,0,0,Mo-Su:6AM-12AM
May Catering,630 TREAT AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75995143,-122.4140497,Mo-Fr:9AM-10AM/11AM-12PM
May Catering,2565 03RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7567173,-122.387649,Mo-Fr:11AM-12PM
May Catering,3030 17TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76403818,-122.4137575,Mo-Fr:12PM-1PM
Two G's Catering,409 ILLINOIS ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,0,0,Mo-Su:10AM-11AM
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",101 STOCKTON ST,APPROVED,Soft Pretzels: hot dogs: sausage: chips: popcorn: soda: espresso: cappucino: pastries: ice cream: italian sausages: shish-ka-bob: churros: juice: water: various drinks,37.78685611,-122.4068919,Mo-Su:6AM-9PM
May Catering,1006 16TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76668986,-122.3971823,Mo-Fr:12PM-1PM/1PM-2PM
Let's Be Frank,425 HAYES ST,APPROVED,Hot dogs and chili,37.7765669,-122.4233954,Su/We:11AM-5PM
SF Cart Project,535 MISSION BAY BLVD SOUTH,APPROVED,7 Multiple Trucks on rotation (1 on Mission Bay Blvd South & 6 on 4th St).   Serving everything but hot dogs,37.76912441,-122.3914749,Mo-Fr:10AM-3PM
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",800 MARKET ST,APPROVED,Soft pretzels: hot dogs: sausages: chips: popcorn: sodea: coffee: espresso: cappucino: pastries: ice cream: Italian sausages: shish-ka-bob: churros: juice: water: various drinks.,37.78546975,-122.4066158,Mo-Su:6AM-9PM
Munch A Bunch,1525 BRYANT ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76773409,-122.4101526,Mo-Fr:10AM-11AM
Natan's Catering,Assessors Block 4172/Lot010,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75712456,-122.3885295,
May Catering,299 ILLINOIS ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0,Mo-Fr:10AM-11AM/12PM-1PM
Two G's Catering,175 BARNEVELD AVE,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.74480242,-122.4025402,Mo-Fr:9AM-10AM
May Catering,1600 DONNER AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.72400911,-122.3929868,Mo-Fr:4PM-5PM
"Off the Grid Services, LLC",90 BROADWAY,APPROVED,everything except for hot dogs,37.79926011,-122.3996179,Fr:10AM-3PM
May Catering,3150 26TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74953311,-122.4131165,Mo-Fr:9AM-10AM
Halal Cart of San Francisco,1 MARKET ST,APPROVED,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich,37.79387151,-122.3948652,Mo/We:10AM-4PM
Mike's Catering,250 BROADWAY,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.79875494,-122.4017988,Mo-Fr:9AM-10AM/1PM-2PM
"Off the Grid Services, LLC",185 BERRY ST,APPROVED,everything except for hot dogs,37.77632715,-122.3917968,Sa:11AM-4PM;Th:4PM-8PM
May Catering,2930 HAWES ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.71777945,-122.3916548,Mo-Su:10AM-11AM
May Catering,150 EXECUTIVE PARK BLVD,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.71083793,-122.3935434,Mo-Fr:7PM-8PM
May Catering,777 MARIPOSA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76381128,-122.3912654,Mo-Fr:9AM-10AM
Natan's Catering,435 23RD ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75503073,-122.3845307,
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",233 GEARY ST,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.7872426,-122.4068797,Mo-Su:6AM-12AM
Linda's Catering,260 TOWNSEND ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.77814813,-122.3944407,Mo-Fr:12PM-10PM
Mike's Catering,2323 CESAR CHAVEZ ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.74880138,-122.4005525,Mo-Fr:7AM-8AM
Natan's Catering,400 ALEMANY BLVD,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7331424,-122.4145686,
Munch A Bunch,355 07TH ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.77638143,-122.4069341,Mo-Fr:8AM-9AM
Linda's Catering,501 BEALE ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.78623677,-122.3890662,Mo/Tu/We/Th/Fr:9AM-11AM
Mike's Catering,2200 CESAR CHAVEZ ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.75004883,-122.3996721,Mo-Fr:11AM-12PM
May Catering,2301 HARRISON ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76009967,-122.412376,Mo-Fr:11AM-12PM
May Catering,210 29TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7440391,-122.4250942,Mo-Fr:9AM-10AM
Eva's Catering,2045 EVANS AVE,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.74777209,-122.3970317,Su:10AM-2PM
The Huge Hotdog Concession,1300 POLK ST,APPROVED,Hotdogs: chips: soda: nuts: crackers,37.78887712,-122.420091,Su/Fr/Sa:8PM-2AM
Mike's Catering,Assessors Block 3788/Lot002,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.78107468,-122.3917057,Mo/Mo/Mo/Mo/Mo:7AM-8AM/9AM-11AM;Su/Su/Su/Su/Su:9AM-2PM;Sa/Sa/Sa/Sa/Sa:9AM-3PM;Mo/Mo/Mo/Mo/Mo:11AM-1
Munch A Bunch,1345 TURK ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,0,0,Mo-Fr:10AM-11AM/12PM-1PM
May Catering,Assessors Block 3810/Lot008,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77203911,-122.3959746,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM
Linda's Catering,999 DIVISADERO ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.7783843,-122.4387824,Mo/Tu/We/Th/Fr:7AM-7PM
Scotch Bonnet,25 MONTGOMERY ST,APPROVED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.7894867,-122.4024674,We:6AM-8PM
Two G's Catering,201 BERRY ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77556615,-122.3932798,Mo-Fr:6AM-7AM
May Catering,911 MINNA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77439801,-122.4156587,Mo-Fr:8PM-9PM
Two G's Catering,516 TOWNSEND ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77344521,-122.4004826,Mo-Fr:8AM-9AM
May Catering,1098 LE CONTE AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.71943172,-122.3981395,Mo-Fr:9AM-10AM/12PM-1PM
May Catering,1200 POTRERO AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75257727,-122.4068064,Mo-Fr:9AM-10AM
Eva's Catering,1650 20TH AVE,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.75798419,-122.4334658,Sa:10AM-11AM
"Halal Cart, LLC",1 MARKET ST,APPROVED,kebabs: halal gyro: grilled halal meat: refreshments,37.79387151,-122.3948652,Tu/Th/Fr:9AM-3PM
Natan's Catering,Assessors Block 8732/Lot001,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.77070298,-122.3907904,
Natan's Catering,Assessors Block 4058/Lot010,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76118299,-122.3881187,
Munch A Bunch,333 12TH ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.77081823,-122.4140073,Mo-Fr:9AM-10AM
Munch A Bunch,2200 WEBSTER ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,0,0,Mo-Fr:10AM-2PM
Natan's Catering,1650 03RD ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76912441,-122.3914749,
May Catering,Assessors Block 8727/Lot005,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76558647,-122.3931971,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM
May Catering,500 16TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0,Mo-Fr:10AM-11AM
La Jefa,531 BAY SHORE BLVD,APPROVED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,37.7387268,-122.406736,Mo-Su:7AM-8PM
"Viet Duong Co., Ltd.",1 BUSH ST,APPROVED,Vietnamese Sandwiches: Spring Rolls: Bottled Water & Can Soda: pho: vermincelli: noodles: rice: cookies:,37.79092151,-122.4001004,Tu/We/Th:8AM-5PM
May Catering,380 ALABAMA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76445239,-122.4126719,Mo-Fr:9AM-10AM
Two G's Catering,30 BEALE ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.79177708,-122.3971325,Mo-Fr:7AM-9AM
May Catering,2130 HARRISON ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76281495,-122.4132115,Mo-Fr:10AM-11AM
Natan's Catering,Assessors Block 4296/Lot010,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75240499,-122.3870002,
Scotch Bonnet,430 CALIFORNIA ST,APPROVED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.79326221,-122.4017891,Tu/Th:6AM-8PM
Natan's Catering,151 MENDELL ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74282023,-122.3828474,
Scotch Bonnet,50 01ST ST,APPROVED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.79014907,-122.3986582,Mo:6AM-8PM
Two G's Catering,235 BERRY ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77470305,-122.3940894,Mo-Fr:9AM-10AM/11AM-12PM
Roadside Rotisserie Corporation / Country Grill,1 BUSH ST,APPROVED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,37.79092151,-122.4001004,Mo/We/Fr:9AM-3PM
JapaCurry,400 HOWARD ST,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,37.78911921,-122.395881,Tu/We/Th:11AM-2PM
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",345 STOCKTON ST,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78891015,-122.407196,Mo-Su:6AM-12AM
